index,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
33136321,20210706,33136321,10533472,Ghetto Superstars,호미들,300(prod. Cashbanger),랩/힙합,"22,748",#국내힙합 #힙합 #감성
33136531,20210706,33136531,10533528,Expressions (Streaming Ver.),Takeuchi Mariya,Plastic Love,J-POP,"6,287",#퇴근길 #감성 #시티팝 #팝송
33139117,20210706,33139117,10534079,What Do I Call You - The 4th Mini Album,태연 (TAEYEON),What Do I Call You,R&B/Soul,"71,808",#감성힙합 #취향저격 #기분전환 #봄
33143084,20210706,33143084,10534993,"ハルカ (하루카, Haruka)",YOASOBI,"ハルカ (하루카, Haruka)",J-POP,"2,460",#보컬로이드 #JPOP #우타이테 #애니
33143957,20210706,33143957,10535166,은혜,손경민,"은혜 (Feat. 지선,이윤화,하니,강찬,아이빅밴드)",CCM,"4,533",#CCM #CCM탑백 #ccm모음 #익숙한
33143978,20210706,33143978,10535170,"people, Ecclesia",WELOVE,공급자,CCM,"2,300",#CCM #CCM탑백 #ccm모음 #익숙한
33143981,20210706,33143981,10535170,"people, Ecclesia",WELOVE,허망해 보이나,CCM,"2,392",#CCM #CCM탑백 #ccm모음 #익숙한
33149395,20210706,33149395,10536271,붙잡고 싶어도,#안녕,붙잡고 싶어도,인디음악,"13,415",#센치 #이별 #발라드
33150993,20210706,33150993,10536658,쇼미더머니 9 Final,릴보이 (lIlBOI),"ON AIR (Feat. 로꼬, 박재범 & GRAY)",랩/힙합,"41,866",#트렌디 #국내힙합 #힙합
33150997,20210706,33150997,10536658,쇼미더머니 9 Final,릴보이 (lIlBOI),"CREDIT (Feat. 염따, 기리보이, Zion.T)",랩/힙합,"60,898",#감성힙합 #취향저격 #트렌디 #국내힙합
33151262,20210706,33151262,10536760,2020 Antenna Christmas Carol,"박새별 , 토이 , 샘김 (Sam Kim) , 페퍼톤스 (Peppertones) , 윤석철 , 정승환 , 이진아 , 서동환 , 루시드폴 , 적재 , CHAI (이수정) , 권진아 , 정재형",겨울의 우리들,재즈,"10,896",#가요 #기분전환 #크리스마스 #봄
33151412,20210706,33151412,10536803,고다 애니웨어 : 무한 열차,고다 (GODA),Homura (炎 / 불꽃 / 호무라) - 귀멸의 칼날 극장판 : 무한 열차 ED,뉴에이지,"2,837",#공부 #애니메이션 #뉴에이지 #뉴에이지탑백
33152908,20210706,33152908,10537136,Snowy,Sam Ock,Remember,재즈,"2,436",#겨울 #눈 #재즈탑백 #재즈
33153596,20210706,33153596,10537334,싱어게인 - 무명가수전 Episode.6,이무진,휘파람,록/메탈,"24,092",#발라드 #Rock #록 #감성
33157877,20210706,33157877,10538296,5.1,10CM,입김,포크/블루스,"20,711",#밤 #한강 #인디 #산책
33160876,20210706,33160876,10538997,내일은 미스트롯2 예선전 베스트 PART2,전유진,서울 가 살자,트로트,"3,802",#트로트 #성인음악탑백 #미스트롯2
33164083,20210706,33164083,10539679,Hello,허각,우린 어쩌다 헤어진 걸까,발라드,"35,424",#센치 #발라드 #발라드탑백
33164119,20210706,33164119,10539691,Good Days,SZA,Good Days,R&B/Soul,"6,345",#블랙핑크 #로제 #분위기 #음색깡패
33167063,20210706,33167063,10540298,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul,"83,521",#발라드 #밤 #감성 #인디
33168924,20210706,33168924,10540713,BAEKHYUN,백현 (BAEKHYUN),Get You Alone,J-POP,"19,262",#신나는노래 #드라이브 #Jpop탑백
33172403,20210706,33172403,10541437,THE BOOK,YOASOBI,"アンコール (앙코르, Encore)",J-POP,"1,829",#JPOP #Jpop탑백 #애니
33172406,20210706,33172406,10541437,THE BOOK,YOASOBI,"たぶん (아마도, Tabun)",J-POP,"1,390",#장르핫트랙 #일본감성 #JPOP #제이팝핫트랙
33175321,20210706,33175321,10542010,너밖에 안보여,임재현,너밖에 안보여,인디음악,"10,904",#인디탑백 #잔잔한 #개인적취향 #인디
33177161,20210706,33177161,10542390,Little Bit of Love,Tom Grennan,Little Bit of Love,"POP, 록/메탈","19,010",#드라이브 #기분전환 #팝탑백 #팝
33179010,20210706,33179010,10542793,Kaikai Kitan / Ao No Waltz,Eve,Kaikai Kitan,J-POP,"5,901",#보컬로이드 #일본애니 #우타이테 #애니메이션OST
33180518,20210706,33180518,10543164,Your Lights (바이크 원정대 OST Part.1),이수 (엠씨더맥스),Your Lights,"록/메탈, 국내영화","19,214",#이별 #ost탑백 #그리움 #OST
33183976,20210706,33183976,10543785,SOUR,Olivia Rodrigo,drivers license,POP,"31,397",#트렌디 #Pop #빌보드
33189165,20210706,33189165,10544487,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,랩/힙합,"13,216",#감성 #팝송 #Pop #빌보드
33189413,20210706,33189413,10544534,Best Friend (feat. Doja Cat),Saweetie,Best Friend (feat. Doja Cat),랩/힙합,"12,301",#해외힙합 #빌보드 #Pop #2021년
33193809,20210706,33193809,10545281,I burn,(여자)아이들,화(火花),댄스,"71,522",#댄스 #아이돌 #스트레스 #운동
33198923,20210706,33198923,10546386,겨울밤 혼자 듣는 잔잔한 영화 속 클래식 피아노,달빛소네트,드뷔시 : 달빛 (영화 '트와일라잇'),클래식,202,#자기전에 #클래식 #잔잔한
33198941,20210706,33198941,10546386,겨울밤 혼자 듣는 잔잔한 영화 속 클래식 피아노,달빛소네트,베토벤 : 비창 소나타 2악장 (영화 '순수의 시대'),클래식,214,#자기전에 #클래식 #잔잔한
33199412,20210706,33199412,10546481,"怪物 (괴물, Monster / Kaibutsu)",YOASOBI,"怪物 (괴물, Monster / Kaibutsu)",J-POP,"4,083",#EDM #틱톡 #JPOP #애니
33211557,20210706,33211557,10548542,Goosebumps (Remix),"Travis Scott , HVME",Goosebumps (Remix),랩/힙합,"2,889",#해외힙합 #라운지 #한강 #2021년
33211951,20210706,33211951,10548647,MARKERS WORSHIP STUDIO,마커스워십 (MARKERS WORSHIP),세상의 길과 다른 길 (The incompatible way) (인도 : 심종호),CCM,"1,086",#CCM #CCM탑백 #ccm모음 #익숙한
33211952,20210706,33211952,10548647,MARKERS WORSHIP STUDIO,마커스워십 (MARKERS WORSHIP),고난 속에도 우린 다른 길을 걷네 (We walk a different path) (인도 : 소진영),CCM,996,#CCM #CCM탑백 #ccm모음 #익숙한
33211953,20210706,33211953,10548647,MARKERS WORSHIP STUDIO,마커스워십 (MARKERS WORSHIP),거친 길 위를 걸어갈 때도 (Even when I walk on rough roads) (인도 : 소진영),CCM,"2,327",#CCM #CCM탑백 #ccm모음 #익숙한
33211954,20210706,33211954,10548647,MARKERS WORSHIP STUDIO,마커스워십 (MARKERS WORSHIP),내 삶의 주인이라 (The Master of my life) (인도 : 심종호),CCM,"1,240",#CCM #CCM탑백 #ccm모음 #익숙한
33211957,20210706,33211957,10548647,MARKERS WORSHIP STUDIO,마커스워십 (MARKERS WORSHIP),내 안의 한계를 넘어 (Beyond my limits) (인도 : 소진영),CCM,"1,604",#CCM #CCM탑백 #ccm모음 #익숙한
33216015,20210706,33216015,10549548,"優しい彗星 (상냥한 혜성, Yasashii Suisei)",YOASOBI,"優しい彗星 (상냥한 혜성, Yasashii Suisei)",J-POP,"1,592",#장르핫트랙 #JPOP #제이팝핫트랙 #애니
33223214,20210706,33223214,10550860,The Money Team,"CK , 수퍼비 , UNEDUCATED KID , Chin",사임쌓임,랩/힙합,"22,397",#트렌디 #국내힙합 #힙합
33226408,20210706,33226408,10551497,내일은 미스트롯2 데스매치 PART2,양지은,빙빙빙,트로트,"2,817",#트로트 #성인음악탑백 #흥겨운
33229299,20210706,33229299,10552055,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),발라드,"69,870",#새벽 #발라드 #발라드탑백
33235491,20210706,33235491,10553410,LOVEHOLIC,NCT 127,gimme gimme,J-POP,"23,235",#nct #nct127
33235493,20210706,33235493,10553410,LOVEHOLIC,NCT 127,First Love,J-POP,"25,161",#nct #nct127 #아이돌 #신나는
33235494,20210706,33235494,10553410,LOVEHOLIC,NCT 127,Chica Bom Bom,J-POP,"10,013",#nct #nct127 #cznnies
33235605,20210706,33235605,10553448,Ring Pop,JAX,Ring Pop,POP,"16,351",#창작 #기분좋은 #배경음악 #팝
33239419,20210706,33239419,10554246,IU 5th Album 'LILAC',아이유,Celebrity,댄스,"290,887",#댄스 #회상 #좋아요10만 #아이돌
33240871,20210706,33240871,10554598,마희魔戲 : 요괴의 장난,50mang (쏘망),어둑시니 (Feat​.​ 시유&유니),국악,362,#국악 #크로스오버국악 #국악탑백
33240872,20210706,33240872,10554598,마희魔戲 : 요괴의 장난,50mang (쏘망),장산범 (Feat. 시유),국악,"1,928",#INTP #국악 #MBTI음악 #국악탑백
33240874,20210706,33240874,10554598,마희魔戲 : 요괴의 장난,50mang (쏘망),혼유(魂䰰) (Feat. 시유) [혼이 깃든 도깨비의 노래],국악,169,#국악 #국악탑백
33243179,20210706,33243179,10555085,At My Worst (feat. Kehlani),Pink Sweat$,At My Worst (feat. Kehlani),POP,"14,028",#창작 #배경음악 #팝탑백 #팝
33244575,20210706,33244575,10555397,I’m Not Cool,현아,I'm Not Cool,댄스,"38,338",#힙합 #스트레스 #운동 #국내힙합
33244982,20210706,33244982,10555539,캐치! 티니핑 율동동요,이정은,티니핑송,어린이/태교,"1,574",#키즈송 #최신 #동요 #멜론키즈
33247490,20210706,33247490,10556217,술 한잔 해요,"MJ (써니사이드) , 경서 (경서예지)",술 한잔 해요,발라드,"25,653",#새벽감성 #발라드 #발라드탑백
33248758,20210706,33248758,10556610,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드,"48,303",#센치 #발라드 #발라드탑백
33250204,20210706,33250204,10556882,Higher (feat. iann dior),Clean Bandit,Higher (feat. iann dior),일렉트로니카,"2,754",#편집샵 #기분전환 #힙한 #신나는
33254840,20210706,33254840,10557971,팬텀싱어 올스타전 Episode.2,포레스텔라(Forestella),Time In A Bottle,클래식,"3,937",#클래식 #팬텀싱어올스타전 #팬텀싱어 #크로스오버
33254997,20210706,33254997,10557997,Hate You + Love You (Feat. AJ Mitchell),Cheat Codes,Hate You + Love You (Feat. AJ Mitchell),일렉트로니카,"6,421",#기분전환 #팝 #감성 #팝송
33257245,20210706,33257245,10558453,마음이 그래,"권진아 , 개코",마음이 그래,R&B/Soul,"23,058",#기분전환 #카페 #잔잔한 #봄
33260801,20210706,33260801,10559322,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각),발라드,"37,331",#노래방 #발라드 #발라드탑백
33263020,20210706,33263020,10559917,내일은 미스트롯2 메들리 팀미션 에이스전,홍지윤,배 띄워라 (송소희 Ver.),트로트,"3,433",#트로트 #성인음악탑백 #미스트롯2
33264475,20210706,33264475,10560266,Dancing On The Moon,BATTS,Dancing On The Moon,포크/블루스/컨트리,14,#기분전환 #포크탑백 #감성 #포크
33264776,20210706,33264776,10560357,What Other People Say,"Sam Fischer , Demi Lovato",What Other People Say,R&B/Soul,"4,292",#밤 #기몽초 #팝 #산책
33265087,20210706,33265087,10560427,Up,Cardi B,Up,랩/힙합,"7,637",#해외힙합 #감성 #팝송 #2021년
33265859,20210706,33265859,10560583,다시 만날까 봐 (Prod.V.O.S),이예준,다시 만날까 봐 (Prod.V.O.S),발라드,"23,898",#이별 #리메이크 #감성
33267411,20210706,33267411,10560843,Glad You Exist,Dan + Shay,Glad You Exist,포크/블루스/컨트리,"2,628",#매장음악 #드라이브 #카페 #커피
33269643,20210706,33269643,10561244,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),윤하 (YOUNHA),서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),발라드,"42,592",#발라드 #카페 #잔잔한 #발라드탑백
33271200,20210706,33271200,10561612,Like 1999,Valley,Like 1999,POP,"30,614",#기분좋은 #팝 #감성 #팝송
33273519,20210706,33273519,10561993,팬텀싱어 올스타전 Episode.3,레떼아모르,내 생에 아름다운,클래식,"1,706",#클래식 #팬텀싱어올스타전 #팬텀싱어 #크로스오버
33273520,20210706,33273520,10561993,팬텀싱어 올스타전 Episode.3,미라클라스,늘 그대,클래식,"1,614",#클래식 #팬텀싱어올스타전 #팬텀싱어 #크로스오버
33273523,20210706,33273523,10561993,팬텀싱어 올스타전 Episode.3,포레스텔라(Forestella),Je suis malade,클래식,"2,520",#클래식 #팬텀싱어올스타전 #팬텀싱어 #크로스오버
33275028,20210706,33275028,10562334,이불,영탁,이불,트로트,"13,508",#트로트 #성인음악탑백 #성인가요
33276263,20210706,33276263,10562548,Calling My Phone,"6LACK , Lil Tjay",Calling My Phone,랩/힙합,"3,882",#해외힙합 #빌보드 #Pop #2021년
33279092,20210706,33279092,10563072,내일은 미스트롯2 레전드 미션 베스트 준결승1,김태연,바람길,트로트,"8,022",#트로트 #성인음악탑백 #미스터트롯
33280065,20210706,33280065,10563230,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),포크/블루스/컨트리,"2,544",#기분좋은 #기분전환 #팝 #신나는
33284733,20210706,33284733,10563966,사랑의 콜센타 PART42,"정동원 , 임영웅",천 개의 바람이 되어,트로트,"17,955",#트로트 #임영웅 #미스터트롯 #성인가요
33287611,20210706,33287611,10564472,Tipsy,Wanuka,Tipsy,J-POP,"10,722",#일본 #일본노래 #JPOP #애니
33293260,20210706,33293260,10565637,"3, 2, 1",24KGoldn,"3, 2, 1",랩/힙합,"3,447",#해외힙합 #헬스 #스포츠 #2021년
33293837,20210706,33293837,10565776,좋아해.. (바른연애 길잡이 X 죠지),죠지,좋아해.. (바른연애 길잡이 X 죠지),인디음악,"27,358",#cksraum #달달 #인디음악 #사랑
33295747,20210706,33295747,10566182,함께 했는데 이별은 나 혼자인 거야,소정 (레이디스 코드),함께 했는데 이별은 나 혼자인 거야,발라드,"37,964",#이별 #발라드 #그리움 #발라드탑백
33305996,20210706,33305996,10568243,Don't Call Me - The 7th Album,SHINee (샤이니),Don't Call Me,댄스,"69,131",#댄스 #스트레스 #운동 #댄스탑백
33309138,20210706,33309138,10568886,꼬리 (TAIL),선미,꼬리 (TAIL),댄스,"28,624",#여자솔로 #여자가수 #스트레스 #운동
33310400,20210706,33310400,10569145,Breaking Dawn,더보이즈 (THE BOYZ),Breaking Dawn,J-POP,"13,291",#더보이즈 #전곡듣기 #Jpop탑백
33312021,20210706,33312021,10569495,Whirlwind,Sam Ryder,Whirlwind,포크/블루스/컨트리,181,#기분전환 #포크탑백 #감성 #포크
33313776,20210706,33313776,10569845,2 Phút Hơn (KAIZ Remix),Phao,2 Phút Hơn (KAIZ Remix),일렉트로니카,"2,793",#스피닝 #불금 #불토 #홈트
33315511,20210706,33315511,10570193,멜로디,ASH ISLAND,멜로디,랩/힙합,"93,136",#이별 #감성힙합 #취향저격 #그리움
33317121,20210706,33317121,10564643,팬텀싱어 올스타전 Episode.4,고은성,Reste,클래식,"2,717",#포르테디콰트로 #팬텀싱어올스타전 #치명 #섹시
33317915,20210706,33317915,10570663,내일은 미스트롯2 결승전 작곡가미션,양지은,그 강을 건너지마오,트로트,"7,508",#트로트 #성인음악탑백 #미스터트롯
33317916,20210706,33317916,10570663,내일은 미스트롯2 결승전 작곡가미션,홍지윤,오라,트로트,"3,681",#트로트 #성인음악탑백 #미스터트롯
33320360,20210706,33320360,10571198,FRIENDS,"원슈타인 , 릴보이 (lIlBOI)",FRIENDS (Prod. Slom),랩/힙합,"33,174",#감성힙합 #취향저격 #트렌디 #국내힙합
33322389,20210706,33322389,10571583,사랑의 콜센타 PART44,임영웅,후,트로트,"30,365",#트로트 #임영웅 #성인음악탑백 #미스터트롯
33323381,20210706,33323381,10571761,FLOWER 9,MC몽,좋은 이별이 있을 리가 없잖아 (Feat. 조현아 Of 어반자카파),랩/힙합,"13,921",#이별 #힙합 #눈물 #힙합탑백
33326329,20210706,33326329,10572340,エスカパレード (Escaparade),Official髭男dism,115万キロのフィルム (115만 킬로의 필름),J-POP,"1,557",#장르핫트랙 #제이팝핫트랙 #Jpop탑백
33326481,20210706,33326481,10572098,팬텀싱어 올스타전 Episode.6,"PITTA (강형호) , 배두훈 , 조형균 , 한태인",Love Runs Out,클래식,"2,116",#2021신곡 #클래식 #크로스오버 #신나는
33328774,20210706,33328774,10572900,Beautiful Mistakes,"Megan Thee Stallion , Maroon 5",Beautiful Mistakes,POP,"28,698",#매장음악 #팝 #Pop #빌보드
33331004,20210706,33331004,10573486,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭 , 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",댄스,"94,838",#댄스 #기분전환 #댄스탑백 #사랑
33331122,20210706,33331122,10573495,뽀마이걸 보글보글,뽀로로,보글보글,어린이/태교,436,#키즈송 #최신 #동요 #멜론키즈
33332737,20210706,33332737,10573821,내일은 미스트롯2 결승전 인생곡 미션,양지은,붓,트로트,"3,713",#트로트 #성인음악탑백 #미스트롯2
33333761,20210706,33333761,10574034,Hold On,Justin Bieber,Hold On,POP,"25,590",#혼자 #버스 #라운지 #한강
33333802,20210706,33333802,10574045,ISLAND,ASH ISLAND,Beautiful (Feat. Skinny Brown),랩/힙합,"34,412",#감성힙합 #취향저격 #트렌디 #국내힙합
33333803,20210706,33333803,10574045,ISLAND,ASH ISLAND,One More Night (Feat. lIlBOI),랩/힙합,"22,822",#트렌디 #국내힙합 #힙합
33333951,20210706,33333951,10574099,Leave The Door Open,"Anderson .Paak , Bruno Mars , Silk Sonic",Leave The Door Open,R&B/Soul,"53,430",#카페 #팝 #Pop #빌보드
33334097,20210706,33334097,10574133,Red Moon : Full Bloom (滿開),마크툽 (MAKTUB),비로소 너에게 도착했다 (Full Bloom),"R&B/Soul, 인디음악","18,744",#차트역주행 #발라드 #1위못했지만 #새벽감성
33337651,20210706,33337651,10575005,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,트로트,"58,320",#트로트 #임영웅 #성인음악탑백
33338016,20210706,33338016,10575105,펜트하우스2 OST Part.1,임창정,되풀이,"발라드, 국내드라마","30,308",#ost탑백 #발라드 #발라드탑백 #OST
33338061,20210706,33338061,10572098,팬텀싱어 올스타전 Episode.6,"김바울 , 김민석 , 박현수 , 최성훈",You,클래식,"1,977",#라비던스 #클래식 #RavidAnce #크로스오버
33339472,20210706,33339472,10575389,팬텀싱어 올스타전 Episode.7,라포엠 (LA POEM),Rolling In The Deep,클래식,"1,689",#라포엠 #팬텀싱어올스타전 #팬텀싱어 #팬텀싱어3
33340659,20210706,33340659,10575611,Kick Back – The 3rd Mini Album,WayV,秘境 (Kick Back),월드뮤직,"7,884",#엔시티 #nct #띵곡들 #cznnies
33340660,20210706,33340660,10575611,Kick Back – The 3rd Mini Album,WayV,Action Figure,월드뮤직,"5,145",#엔시티 #nct #띵곡들 #cznnies
33340661,20210706,33340661,10575611,Kick Back – The 3rd Mini Album,WayV,天空海 (Horizon),월드뮤직,"3,924",#nct #cznnies #엔시티
33340662,20210706,33340662,10575611,Kick Back – The 3rd Mini Album,WayV,梦尽 (All For Love),월드뮤직,"3,623",#엔시티 #nct #띵곡들 #cznnies
33340663,20210706,33340663,10575611,Kick Back – The 3rd Mini Album,WayV,Good Time,월드뮤직,"3,688",#nct #cznnies #WayV
33340664,20210706,33340664,10575611,Kick Back – The 3rd Mini Album,WayV,Kick Back (Korean Ver.),월드뮤직,"7,257",#nct #smp #아이돌 #cznnies
33341761,20210706,33341761,10575892,carpool,Zachary Knowles,carpool,POP,"16,578",#음색 #새벽감성 #팝송 #센치한
33346148,20210706,33346148,10576902,Follow You / Cutthroat,Imagine Dragons,Follow You,록/메탈,"4,527",#차트 #그루브 #느낌있는 #팝송
33346446,20210706,33346446,10576966,R,로제 (ROSÉ),On The Ground,록/메탈,"130,071",#회상 #좋아요10만 #믿듣선 #가사를읽다
33346447,20210706,33346447,10576966,R,로제 (ROSÉ),Gone,포크/블루스,"83,701",#이별 #그리움 #감성 #까페
33347390,20210706,33347390,10577197,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),CHEEZE (치즈),이렇게 좋아해 본 적이 없어요,"발라드, 인디음악","46,931",#기분전환 #달달 #사랑 #봄
33347594,20210706,33347594,10577232,그 한마디 (바른연애 길잡이 X 이하이),이하이,그 한마디 (바른연애 길잡이 X 이하이),발라드,"30,985",#이별 #기분전환 #감성 #봄
33352378,20210706,33352378,10578512,팬텀싱어 올스타전 Episode.8,미라클라스,벚꽃연가,클래식,"1,471",#클래식 #사실상_친구_같은_편안함 #크로스오버 #익숙한
33353320,20210706,33353320,10569145,Breaking Dawn,더보이즈 (THE BOYZ),Closer,J-POP,"6,262",#아이돌 #아이돌수록곡 #Jpop탑백
33353705,20210706,33353705,10578808,어떤X (What Type of X),제시 (Jessi),어떤X (What Type of X),랩/힙합,"23,561",#힙합 #스트레스 #운동 #국내힙합
33353715,20210706,33353715,10578815,We play,Weeekly (위클리),After School,댄스,"33,378",#댄스 #아이돌 #청량 #숨은명곡
33354377,20210706,33354377,10579008,SugarCrash!,ElyOtto,SugarCrash!,랩/힙합,"7,628",#편집샵 #매작음악 #기몽초 #팝
33357702,20210706,33357702,10579707,혜봉스님 불경 36집,혜봉스님,금강경 (우리말),종교음악,7,
33359309,20210706,33359309,10580103,Justice,Justin Bieber,Off My Face,POP,"54,334",#매장음악 #드라이브 #팝탑백 #팝
33359317,20210706,33359317,10580103,Justice,Justin Bieber,Peaches (Feat. Daniel Caesar & Giveon),POP,"175,991",#감성 #팝송 #Pop #빌보드
33359725,20210706,33359725,10580227,사이렌 Remix,호미들,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",랩/힙합,"92,437",#트렌디 #국내힙합 #힙합
33364128,20210706,33364128,10581147,Teatro d'ira - Vol. I,Måneskin,ZITTI E BUONI,월드뮤직,111,#영국 #유튜브 #트렌디 #Pop
33364131,20210706,33364131,10581147,Teatro d'ira - Vol. I,Måneskin,I WANNA BE YOUR SLAVE,월드뮤직,249,#영국 #유튜브 #오피셜 #트렌디
33365341,20210706,33365341,10581421,Push & Pull,Georgia Webster,Push & Pull,포크/블루스/컨트리,410,#매장음악 #드라이브 #기분전환 #감성
33365599,20210706,33365599,10581472,팬텀싱어 올스타전 Episode.9,포레스텔라(Forestella),달팽이,클래식,"2,871",#팬텀싱어올스타전 #팬텀싱어 #자장가
33366440,20210706,33366440,10581682,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),랩/힙합,"12,970",#해외힙합 #빌보드 #Pop #2021년
33368480,20210706,33368480,10582157,Surfing,Scrubb,Surfing (feat. Plastic Plastic),월드뮤직,137,#기분좋은 #팝
33372439,20210706,33372439,10466135,El Dorado,24KGoldn,Company (Feat. Future),랩/힙합,"2,595",#해외힙합 #힙합 #랩 #2021년
33372440,20210706,33372440,10466135,El Dorado,24KGoldn,Love Or Lust,랩/힙합,"10,393",#혼자 #버스 #감성 #팝송
33372781,20210706,33372781,10554246,IU 5th Album 'LILAC',아이유,라일락,댄스,"202,834",#회상 #벚꽃 #좋아요10만 #봄
33372782,20210706,33372782,10554246,IU 5th Album 'LILAC',아이유,Flu,댄스,"59,792",#kpop #댄스 #드라이브 #댄스탑백
33372783,20210706,33372783,10554246,IU 5th Album 'LILAC',아이유,Coin,R&B/Soul,"95,978",#힙합 #스트레스 #운동 #국내힙합
33372784,20210706,33372784,10554246,IU 5th Album 'LILAC',아이유,봄 안녕 봄,발라드,"68,095",#발라드 #기분전환 #감성 #봄
33372785,20210706,33372785,10554246,IU 5th Album 'LILAC',아이유,돌림노래 (Feat. DEAN),R&B/Soul,"58,988",#감성힙합 #취향저격 #기분전환 #봄
33372786,20210706,33372786,10554246,IU 5th Album 'LILAC',아이유,빈 컵 (Empty Cup),R&B/Soul,"43,002",#걸그룹 #댄스 #전곡듣기 #아이유
33372787,20210706,33372787,10554246,IU 5th Album 'LILAC',아이유,아이와 나의 바다,발라드,"94,767",#차트역주행 #발라드 #1위못했지만 #발라드탑백
33372788,20210706,33372788,10554246,IU 5th Album 'LILAC',아이유,어푸 (Ah puh),댄스,"85,538",#댄스 #스트레스 #운동 #댄스탑백
33372789,20210706,33372789,10554246,IU 5th Album 'LILAC',아이유,에필로그,발라드,"63,179",#발라드탑백 #발라드 #감성 #노래가사
33374274,20210706,33374274,10583442,안아줘,오반 (OVAN),안아줘 (Prod. VAN.C),인디음악,"15,319",#분위기 #밤 #인디탑백 #인디
33374720,20210706,33374720,10583538,You All Over Me (Taylor’s Version) (From The Vault),Taylor Swift,You All Over Me (Taylor’s Version) (From The Vault) (Feat. Maren Morris),포크/블루스/컨트리,"2,042",#가을 #어쿠스틱 #감성 #봄노래
33374926,20210706,33374926,10583587,Let It Ring,Reiley,Let It Ring,POP,"20,927",#매력적인 #감성 #팝송 #남자보컬
33375721,20210706,33375721,10448814,Twenties (Deluxe),Bren Joy,Insecure (feat. Pink Sweat$),R&B/Soul,"4,744",#그루브 #카페 #커피 #트렌디
33375793,20210706,33375793,10583770,I'm,김세정,Warning (Feat. lIlBOI),록/메탈,"24,959",#걸그룹 #kpop #댄스 #케이팝
33376591,20210706,33376591,10583936,Only Pieces of the Truth,Jordan Hart,Freedom,포크/블루스/컨트리,194,#매장음악 #드라이브 #기분전환 #감성
33379610,20210706,33379610,10584890,Bambi - The 3rd Mini Album,백현 (BAEKHYUN),Bambi,R&B/Soul,"79,569",#감성힙합 #취향저격 #스트레스 #운동
33384963,20210706,33384963,10586076,Mickey Guyton,Mickey Guyton,Black Like Me,포크/블루스/컨트리,113,#기분전환 #포크탑백 #감성 #포크
33385493,20210706,33385493,10586157,"BTS, THE BEST",방탄소년단,Film out,J-POP,"34,369",#BTS #방탄소년단
33385727,20210706,33385727,10586205,Us2,"Yultron , 박재범",Us2,일렉트로니카,"5,090",#청량한 #시원한 #트렌디 #국내힙합
33386370,20210706,33386370,10586388,대화가 필요해,"주시크 (Joosiq) , 정효빈",대화가 필요해,포크/블루스,"3,480",#기분전환 #카페 #힐링 #인디
33388275,20210706,33388275,10586941,Be My Reason,황치열,안녕이란 (Two Letters),발라드,"20,457",#센치 #발라드 #발라드탑백
33389527,20210706,33389527,10587236,Freedom.,"Beam , Justin Bieber",Freedom,CCM,"2,254",#CCM #매장음악 #드라이브 #CCM탑백
33391980,20210706,33391980,10587828,Blush,Zom Marie,Blush,월드뮤직,38,#인디_음악 #기분좋은 #POP_가요 #팝
33392779,20210706,33392779,10588019,사랑의 콜센타 PART49,임영웅,Q,트로트,"24,014",#트로트 #성인음악탑백 #성인가요
33393782,20210706,33393782,10588255,팬텀싱어 올스타전 Episode.10,라포엠 (LA POEM),잊지 말아요,클래식,"1,611",#라포엠 #팬텀싱어올스타전 #팬텀싱어 #팬텀싱어3
33393783,20210706,33393783,10588255,팬텀싱어 올스타전 Episode.10,라비던스(RabidAnce),He Lives In You,클래식,"1,168",#고영열 #팬텀싱어올스타전 #팬텀싱어 #팬텀싱어3
33397049,20210706,33397049,10589030,Spirit,Judah & The Lion,Spirit,포크/블루스/컨트리,46,#기분전환 #포크탑백 #감성 #포크
33397561,20210706,33397561,10589127,STAYDOM,STAYC(스테이씨),ASAP,댄스,"107,745",#여름 #가요 #회상 #좋아요10만
33398094,20210706,33398094,10589218,Iko Iko (Feat. Small Jam),Justin Wellington,Iko Iko (Feat. Small Jam),월드뮤직,178,#여름 #글로벌트렌드 #틱톡 #트로피칼사운드
33398099,20210706,33398099,10589220,RAPSTAR,Polo G,RAPSTAR,랩/힙합,"1,994",#힙합 #힐링 #Pop #빌보드
