index,플레이리스트_번호,멜론DJ,플레이리스트,번호,플레이리스트_태그
457492866,457492866,Melon_히든트랙,"환기가 필요한 순간, 자유로운 히든 '해외 ROCK'","33447403,, 33620338, 33639477,, 33581841, 33445664, 33584831,, 33561141, 33393549, 33528570, 33528570,, 33398869, 33398869,, 33612540, 33623945,, 33337512,, 33359677, 33452186,, 33447403, 33413201,, 33425289, 33359677,, 33337512, 33588219, 33620338,, 33561141,, 33581841,, 33425289,, 33639477, 33393549,, 33498756, 33538564,, 33445664,, 33584831, 33623945, 33498756,, 33452186, 33538564, 33612540,, 33413201",#트렌디 #기분전환 #히든트랙 #취향저격 #신나는 #록 #Rock #드라이브
481488761,481488761,아늑한멜로디,험난한 세상 속 위로와 응원이 필요할 때,"32091260,, 5710000, 33359861,, 33453552,, 31857025, 33660696,, 32614124,, 33226246, 32614124, 33400801,, 33167413,, 33343246,, 33117290,, 33372781, 33251230,, 33397586, 4118334,, 33463310,, 32617398,, 9622334, 91846, 32997913,, 33183432,, 32318751,, 32903946,, 33379744, 5474213,, 33660696, 33400801, 91846,, 33453552, 3843571, 30645458, 33226246,, 30383982, 33251230, 32996567,, 30383982,, 32808616,, 33085208,, 33527705,, 33183432, 33587957, 33391155, 33587957,, 33384213, 5710000,, 30645458,, 1029553, 1029553,, 32996567, 33372781,, 33225791,, 9622334,, 33085208, 33391155,, 33359861, 32921686,, 1122105,, 1032607, 32921686, 3780554,, 3843571,, 31565790,, 33225791, 32997913, 33507464,, 4118334, 32617398, 32724850, 32091260, 33527705, 32318751, 33507464, 32903946, 1032607,, 5474213, 32808616, 33651132, 31857025,, 3780554, 33651132,, 33117288, 33397586,, 33463310, 31565790, 33462489, 5472140,, 33343246, 32510503, 33117290, 32510503,, 33379744,, 33384213,, 33167413, 5472140, 33117288,, 32724850,, 1122105",#지친 #힐링 #발라드 #댄스 #토닥토닥 #위로 #감성
449757706,449757706,DJ멜군,NEW 대박! 해외 팝스타와 만난 K-POP,"32106199, 32964537,, 32741839,, 32962258,, 32136628, 32632410,, 32107750, 33440224,,, 32934323,,, 32157892,,, 33280410,,, 31901111, 33440224,, 32176278,, 31901111,, 33436023,, 33206787, 32957682,, 33182041,, 33416508,, 33431320,,, 33436023,,, 33637247, 32889003,,, 33522949,,, 33416508, 32233608,,, 33264230,, 32059289,, 32147306, 32421044,,, 32927588, 32628046,,, 33001939, 32157892, 32937332,,, 32961717,,, 33436023, 32231758,,, 32934323, 32441414,,, 33001939,,, 33094725, 32889003, 31948745,, 32198054,,, 33522949, 33189608,,, 33464054, 32136628,, 31864994, 32887303, 32957682,,, 32058612, 33522949,, 32441414,, 33515264,,, 33206787,,, 32957682, 32186109, 32233608,, 32927588,,, 32157892,, 32107750,,, 33357889, 32947184,,, 33264230,,, 33094725,,, 32578369,,, 32231758, 32578369,, 33189608, 31901111,,, 32628046,, 32136628,,, 32441414, 31864994,,, 33666269, 33357889,,, 33094725,, 33264230, 32961717,, 32186109,,, 33637247,, 33666269,,, 32632410, 31948745,,, 32632410,,, 31864994,, 32231758,, 32937332, 32186109,, 32176278,,, 33280410,, 32089595,,, 32961717, 32107750,, 33515264,, 33264469,, 32887303,, 33264469,,, 33182041, 32741839,,, 32059289, 33431320,, 33182041,,, 32198054,, 33416508,,, 32106199,,, 33666269,, 33440224, 32964537, 32465907, 32089595,, 32106199,, 32741839, 32962258, 32465907,,, 31948745, 33001939,, 33206787,, 32628046, 32927588,, 32937332,, 32578369, 33464054,,, 33264469, 32964537,,, 32059289,,, 32947184,, 32962258,,, 33515264, 32887303,,, 32147306,, 32176278, 33431320, 33637247,,, 32947184, 32058612,, 32147306,,, 32198054, 32233608, 32421044, 33189608,, 32089595, 33280410, 33357889,, 33464054,, 32934323,, 32465907,, 32421044,",#기분전환 #팝스타 #느낌있는 #컬래보레이션 #Pop #케이팝 #피처링 #감각적인
484740314,484740314,바라봄사운드,생뚱맞지만 케미가 돋보이는 콜라보,"32321303, 1916355,,, 32969181,, 31571110, 30351580,,, 1913505,, 33064133, 32969181, 5569383, 5569383,,, 516208,, 32676780,,, 32721866, 8091961,,, 32577266,, 1913505, 32607375, 31356451,, 31571110,,, 31356451, 32577266,,, 8091961,, 1916355, 1916355,, 8091961, 33004734, 33004734,, 32664172, 31356451,,, 32721866,, 516208,,, 33617694, 33064133,, 32321303,,, 32676780, 32607375,, 31626187,, 32321303,, 33617694,,, 32721866,,, 1913505,,, 516208, 31626187,,, 32607375,,, 33617694,, 31626187, 32664172,, 32577266, 5569383,, 4369839, 4369839,, 30351580,, 30351580, 33004734,,, 32969181,,, 33064133,,, 32676780,, 32664172,,",#케미 #조합 #듀엣 #콜라보
492906594,492906594,HIFI가요마스터,래퍼가 피처링한 아이돌 노래,"31850523,, 33623666,, 31850523,,, 32725016, 31520067, 31678591, 31779531,,, 33035936,, 31847473, 33375148,, 33478129,, 33408563, 7877917, 32064571,,, 33035936,,, 31678591,, 32064571,, 32749031,,, 31520067,, 32064571, 33375793, 31674966,, 31520067,,, 33375148, 33478129, 33623666,,, 31678591,,, 33478129,,, 31037173,, 32749031, 30851704,,, 31037173, 31674966, 30851704, 33375148,,, 7900828, 33623666, 32725016,,, 33375793,,, 31917678,, 33375793,, 31674966,,, 31779531,, 30851704,, 7900828,, 7877917,, 31847473,, 31037173,,, 31917678,,, 33035936, 31917678, 31779531, 7877917,,, 32749031,, 31847473,,, 31850523, 33408563,, 7900828,,",#트렌디 #힙합 #기분전환 #콜라보 #아이돌 #래퍼 #피처링 #듀엣
433154797,433154797,ELECTRONICA마스터,"하우스 음악과 힙합의 만남, 힙 하우스","1806636,, 11159859, 5827478, 5698830, 30877013,, 1806636, 30201359,,, 4088819 19541,, 4001142, 5827478,,, 3947833,,, 4920486, 3625705,,, 3275574 30588663,, 11159859,,, 498419, 7862009,, 4088819, 1119734,,, 5410073,,, 4920486 19541 4721397,,, 498419 1119734 5827478,, 11979929,,, 7862009, 8074092, 30201359 4920486,,, 5698830,, 30537301,,, 3275574, 19541, 4721397 8074092,, 30588663,,, 30588663, 9641969, 3275574,,, 30877013, 4920486,, 30537301, 9641969,,, 30537301,, 3947833,, 3947833, 11979929,, 3688050,, 3688050 4721397,, 1119734, 1806636 498419,,, 5410073,, 498419,, 11979929 30877013 30537301 3688050, 5698830 7862009,,, 3947833 5410073, 7862009 30588663 30678350 30678350, 5698830,,, 9641969,, 30201359, 8074092 11979929, 9641969 11159859,, 5410073 30678350,,, 4721397, 4088819,,, 3275574,, 5827478 1119734,, 4001142 30201359,, 19541,,, 30877013,,, 3688050,,, 8074092,,, 3625705 3625705, 4001142,, 4001142,,, 4088819,, 11159859",#해외랩힙합 #힙합 #클럽 #신나는 #해외일렉트로니카 #1990 #기분전환 #힙하우스 #electronica
425824666,425824666,ELECTRONICA마스터,"하우스와 레게의 퓨전, 뭄바톤","5807767 3819479,, 30443645, 4846678,, 31654039,, 8269638 4470991,, 31654039 5906811,, 30443645,,, 5906811 8304009, 4255060,,, 3405544, 4663244, 5464577,, 31654039, 4663244,, 4787324 4846678, 3477799 5807767,, 11952790 11952790,, 4846678 8269638,, 5464577, 4255060, 4255060,, 12091130,,, 3477799,, 4787324,, 5906811, 11952790, 31654039,,, 12091130, 6796835,,, 5906811,,, 8304009 8304009,, 4663244 3405544,,, 4255060 3477799,,, 4787324,,, 4255783,,, 6796835 8269638, 12091130,, 3405544,, 6796835, 3819479, 4470991, 5807767,,, 4255783 6796835,, 11952790,,, 5716951 3819479 4846678,,, 3819479,,, 8269638,,, 3405544 4255783,, 5716951, 5464577 30443645 5807767, 4470991,,, 5716951,,, 3477799, 4470991 12091130 4787324, 4255783, 30443645,, 4663244,,,",#하우스 #신나는 #파티 #뭄바톤 #스트레스 #세부장르 #그루브 #레게댄스 #EDM #electronica
434480734,434480734,ELECTRONICA마스터,"청량한 멜로디 메이커, DJ 카이고","30632997,, 8190810,, 32489312 30241421, 7848583,, 30955884 30710648, 30678928,, 4745990 31820244 30645581,,, 32332336, 30632997, 32784367 32598681,,, 32332336,, 8057618,,, 8190818,, 5629113, 31128048 5629113,,, 5492969,,, 30313595, 31379427,, 7848583,,, 4745990, 32598681 32784367,, 30632997 30394272, 30241421,, 31128048, 5492969, 30394272 8057618 8190812 8190812,, 32489312,, 7960376,,, 32332336,,, 32598681,, 32332336 7960376 7960376, 30678928,,, 32535560,,, 31379427,,, 30678928, 5492969 32784367, 8190818,,, 30955884, 31128048,,, 8057618, 30394272,, 30955884,, 30645581 30313595,, 7848583 30678928 31820244,, 32535560 8190812, 8190818 30313595 31820244, 8190812,,, 30645581, 5492969,, 30710648,,, 32784367,,, 4745990,,, 32598681, 32535560, 31379427 30632997,,, 31379427, 4745990,, 30241421,,, 8057618,, 30645581,, 30955884,,, 30394272,,, 7848583, 5629113,, 7960376,, 8190818, 32535560,, 31128048,, 30710648 8190810,,, 30313595,,, 32489312, 8190810, 5629113 8190810 30241421",#카이고 #트로피컬하우스 #청량한 #DJ #프로듀서 #EDM #기분전환 #Producer_DJ #electronica
425765140,425765140,ELECTRONICA마스터,"하우스와 남미 음악의 만남, 라틴 하우스","15478636,,, 6131960 15478636,, 5201390, 6338405 5140257,,, 1584287, 5132563,,, 5201390,, 3316050,,, 3770534,,, 5132563, 7142209,,, 24959239, 15478636 32614234,,, 10791181,, 1584287,, 5209613 6131960, 5209613,, 30561793, 7142209, 3524370 6131960,, 1584287 5630434 5209613,,, 15610630 7142209 2446216, 9779322, 5630434,, 15610630, 30561793,, 10791181,,, 10791181, 9779322 3770534,, 30561793 5140257,, 32614234, 32614234,, 15478636, 5630434, 6338405,,, 6338405, 5132563 10791181 3524370, 24959239,,, 5201390 3770534 15610630,, 1584287,,, 3316050 2446216,, 5209613, 5140257 24959239 6131960,,, 3524370,,, 2446216 3316050, 3316050,, 3524370,, 6338405,, 24959239,, 5201390,,, 3770534, 7142209,, 5132563,, 9779322,,, 5140257, 9779322,, 5630434,,, 32614234",#하우스 #신나는 #파티 #스트레스 #남미 #경쾌한 #EDM #라틴 #electronica
494200213,494200213,Yevely.K,폭신한 이불 덮고 에어컨 틀기,"32447472,, 33069147,, 32636107,,, 33132094,, 32762075,,, 33371478,, 32830408, 33069147, 32877075,,, 32830408 33371478,,, 33450368,, 33069147 32830408,, 32531431,, 33371478 32450201,, 33054789,,, 32939152, 33027125,, 32877075,, 32539935, 32906310 33384800,, 33065340, 32569034,,, 32569034, 32636107 33450368, 32906310, 31606220,, 32830408,,, 32636107, 32877075 32762075, 33054789, 32939152 33384800 32450201, 32539935,,, 33065340 33054789,, 32447472, 33384800,,, 33450368 32939152,, 31606220,,, 33450368,,, 32906310,, 32531431,,, 32450201 32531431 32569034,, 33132094,,, 32447472,,, 33384800, 33027125,,, 32877075, 32531431, 32762075 33132094, 33065340,,, 32906310,,, 32539935 32447472 33132094 33065340,, 32636107,, 33069147,,, 33027125 33027125, 32450201,,, 31606220 33054789 31606220, 32569034 33371478,",#아침 #알앤비 #트렌디 #bgm #주말아침 #집순이 #세련된 #감성 #여름 #선선
495875716,495875716,안녕봄빛,시원하고 세련된 재즈로 힐링하기,"2971531,, 14988473, 12467164 26253890, 31888217 24139613, 106776148,, 3204696,, 22986018,, 31888217, 1856002,, 30995875, 30995875 26253890,,, 25178454, 3129948 6117664 33493481,,, 30995893 1141193,, 22822203 10877736,,, 4061922,, 33082171,, 25178454 23791678,, 22986018, 8132850,,, 30995875,, 1141193 2523978,, 6117664,,, 7350563, 2523978, 4061922,,, 1856002 30995893,,, 33082171, 8062765, 22986018 27021859 3148050,, 12467164,, 7350563,, 6117669 14988473,, 24139613 4061922, 7350563 22822203, 3129948, 14988473,,, 1331329,,, 1331329 1331329,, 33493481,, 23791678 8132850 8062765 3148050, 30995893,, 2971531 3204696 6117669,,, 8132850, 515356 6117664,, 3148050,,, 8132850,, 22822203,, 106776148,,, 515356, 28616277, 12467164, 106776148 33082171 33082171,,, 28616277,,, 1856002, 33493481, 10877736 3129948,, 23791678, 23791678,,, 24139613,,, 7350563,,, 106776148, 23970197,, 6117669, 27021859, 26253890 1331329, 23970197 6117664, 515356,,, 31888217,, 3204696, 1141193, 3129948,,, 515356,, 2971531, 1141193,,, 31888217,,, 10877736, 25178454,, 30995875,,, 26253890,, 14988473 1856002,,, 30995893, 10877736,, 23970197,,, 3148050 25178454,,, 27021859,, 24139613,, 2971531,,, 33493481 28616277 6117669,, 3204696,,, 8062765,, 23970197, 2523978 22822203,,, 22986018,,, 28616277,, 27021859,,, 4061922",#카페 #힐링 #재즈 #세련된 #휴식 #드라이브 #매장 #여름 #기분전환
495121044,495121044,ROCK마스터,속이 뻥 뚫리는 시원한 K-Rock 듣기,"33017132,, 33163791,,, 33033135,, 32871738 33473986 33175881,,, 32982485,,, 32284970,, 33175881, 33519224 33411567 33175881,, 33175881 33665965 33163791,, 33033135,,, 33017132 33519224, 32871738, 32284970, 32871738,,, 32882288, 32442635,, 33520252,, 33017132, 33033135, 33418791,, 33411567,, 32571085,, 33163791 33520252, 32442635 32982485,, 33411567, 33163791, 33334361,,, 32871738,, 33473986,, 32571085,,, 33473986, 33041668 32982485, 33520252,,, 32926498, 33033135 33334361 33520252 32926498 33418791, 33041668, 33508808,, 32442635, 33411567,,, 32571085 33519224,,, 32882288,, 33508808,,, 33387468,,, 33334361, 32284970 32284970,,, 33387468 32882288 33418791 32442635,,, 33387468, 33017132,,, 33334361,, 33508808, 32882288,,, 32926498,, 33387468,, 32982485 33473986,,, 33041668,,, 33418791,,, 33508808 33519224,,",#국내록 #신나는 #스트레스 #록 #2020년대 #드라이브 #하드록 #시원한 #여름 #기분전환 #강렬한
457910933,457910933,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',"33651537,, 33666325,, 33614092,, 33600774,, 33588650,,, 33653806,, 33640870,, 33618847,,, 33590521,,, 33665234,,, 33620194,,, 33618847, 33658835,, 33601428, 33667254,, 33600774,,, 33588006,,, 33658835,,, 33620194,, 33601428,, 33640870,,, 33600611, 33614092, 33588650, 33667254,,, 33618847,, 33640870, 33608104, 33636328, 33614092,,, 33625728,, 33658835, 33667254, 33653806, 33651537,,, 33600774, 33666325, 33665234,, 33625728,,, 33590521,, 33666325,,, 33651537, 33631713,, 33636328,, 33600611,, 33631713,,, 33590521, 33625728, 33620194, 33636328,,, 33588006,, 33653806,,, 33588650,, 33665234, 33631713, 33588006, 33601428,,, 33600611,,",#트렌디 #힙합 #랩 #해외힙합 #HipHop #신나는 #드라이브
496508080,496508080,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,"8028129, 30097597,,, 8028129,, 31905043,,, 30526807,,, 32584915, 30739023, 8172968,, 31414155,, 31986204,,, 30745795,,, 4594669,,, 4594669, 31414155,,, 32539886, 32584915,,, 32870322, 30745795, 32290096,, 8172968,,, 30097597, 30739023,,, 31986204, 30097597,, 8028129,,, 31905043, 32290096, 30745795,, 31986204,, 8172968, 31414155, 30739023,, 31905043,, 32539886,, 30526807, 32539886,,, 4594669,, 32584915,, 32870322,, 32870322,,",#밴드 #palylist #국내
495840380,495840380,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,"32271981,, 32932967, 32505957,,, 32738169, 31904153,, 32806239,, 32586116,, 32874021,, 33541844,, 32271981,,, 31984496,,, 32738169,, 32661625,, 31399512, 32281944, 32271981, 32177557,,, 32012942,,, 32806239,,, 32932967,, 33018509, 32586116, 31904153,,, 32505957,, 32281944,, 32183908, 32874021,,, 33279155,, 31984496, 32932967,,, 33018509,, 32012942,, 32661625, 32460061, 32460061,,, 31984496,, 33279155,,, 32460061,, 32177557,, 32249644, 31904153, 32586116,,, 32738169,,, 32661625,,, 32177557, 32183908,, 33541844,,, 31399512,,, 32183908,,, 32281944,,, 31399512,, 32994090, 32012942, 32874021, 32994090,, 32505957, 32806239, 32994090,,, 33541844, 33279155, 33018509,,",#잔잔한 #여행 #힐링 #팝 #숲 #여름 #휴식
451173108,451173108,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,"33045038,,, 33534819, 33366440,,, 33506435, 33537863,, 33309791,, 33507852,,, 33374718,,, 33507852, 33309791, 33416068,, 33197951,, 33607942,,, 33481746,,, 33416068, 33438165, 33537863, 33364131,,, 33306230, 33534819,, 33506442,, 33438165,, 32491814,, 33507137,, 33366428,, 33507091, 33588967,, 33306230,,, 33309791,,, 33264637,,, 33481746, 33613524,, 33623210,,, 33045038,, 32491814, 33460901,, 33319757, 33045038, 33613524,,, 11779868,, 32491814,,, 33506831,, 33460901, 33063704, 33306230,, 33147564,,, 33366428, 32182451,, 33264637, 33623210, 33507091,,, 11779868, 33319757,,, 33551375,, 32474773,,, 33588967,,, 33319757,, 33507091,, 33588967, 32474773, 33147564, 33655274,, 33147564,, 33506435,, 33534819,,, 33398835, 33507137,,, 33460901,,, 33642900,,, 33063704,, 33366440,, 33506831,,, 33063704,,, 33612814,, 33613524, 33506442, 33642900, 33607942, 33623210,, 33655274, 33507852,, 33264637,, 33506435,,, 33197951, 32182451, 33366428,,, 33364131,, 33612814,,, 33398835,, 33607942,, 11779868,,, 33588961, 33642900,, 33506831, 33655274,,, 33506442,,, 33416068,,, 33507137, 33197951,,, 33551375,,, 33612814, 33374718,, 33374718, 33551375, 32182451,,, 33438165,,, 33481746,, 33364131, 33366440, 32474773,, 33398835,,, 33537863,,",#차트 #영국 #오피셜차트 #기분전환 #오피셜싱글 #오피셜 #Pop #드라이브
495733653,495733653,palette.,창가에 앉아 멍하니 듣는 리메이크 곡,"31767620, 31775835, 33277070, 30587671, 8226483, 4646573, 30636089, 1322987, 31294426, 3568873, 8038458, 30516543, 31582380, 30777977, 32873490, 5482636, 31340345, 32837544, 32794652, 3946867, 30312053, 4300699, 3666573, 33152871, 5493725, 3895885, 665230, 7942948, 33361412, 32473998, 30610310, 3681993, 30646584, 30660281, 3492979, 32847945, 7921208, 7953577, 32829947, 3729818, 8275728, 8141272, 32859945, 32846393, 31383915, 33214206, 31895019, 31339611, 33346928, 30531083",#상쾌 #추억 #설렘 #그때그시절 #리메이크 #인디 #버스 #맑은 #산책 #여름
494276403,494276403,serendipper_,NEW 해안 도로를 달리며 느끼는 summer vibes,"30406117, 33654984, 32182451, 30477713, 33613501, 32333686, 33486580, 33472652, 31936649, 33295336, 32449827, 33059787, 32551588, 32629169, 33498700, 32106966, 33228084, 33104367, 31928449, 33259863, 31965901, 30695304, 33059768, 32745872, 31167735, 31615264, 32616126, 33502071, 32630693, 31319629, 32491813, 33214012, 30816938, 32631091, 33356941, 33346919, 32360070, 31759422, 32580203",#해안도로 #신나는 #휴가철 #드라이브 #여름
457882592,457882592,인디키키,밤을 가득 채워줄 인디 보름달이 떴습니다,"33046124, 33498187, 33233984, 33398060, 32716515, 33212602, 33347435, 33488988, 32387567, 33240851, 33465343, 33229391, 32974700, 33435889, 33138397, 32922505, 32953592, 33420268, 33220795, 33154417, 32970120, 33387967, 33214671, 32681919, 33011061, 32188777, 33426163, 33429154, 33238609, 33496619, 33426187, 32399888, 32689681, 32380087, 33032951, 33065337, 33571775, 33420379, 32580063, 33168131, 33384213, 32698647, 32492882, 33509703, 33214419, 31200183, 32906328, 33425547, 32737619, 33483031, 32839565, 33209521, 33483478, 33577652, 31923551, 33186501, 33303608, 33340515, 33428160, 33043111",#사랑 #감성적인 #밤 #카페 #잔잔한 #인디 #감성 #새벽 #금요일 #휴식
438119636,438119636,Melon_핫트렌드,버락 오바마's Pick! 2021 여름 플레이리스트,"33481466, 33189165, 106732663, 1358627, 33072250, 495599, 4900854, 33649028, 33584580, 30147205, 1048246, 23178654, 33333778, 624243, 106763707, 2107575, 32161147, 33227445, 33079721, 32117568, 106835215, 33333951, 33164119, 33257425, 33628968, 1085737, 8244276, 31075951, 792716, 30660866, 1061516, 2222237, 32887160",#기분전환 #2021 #명곡 #팝 #신나는 #오바마 #여름
493517559,493517559,Hipster,강렬한 매운맛이 느껴지는 아이돌 노동요,32899003 32175937 4262252 31149437 31113240 31697634 32803091 31252455 31617742 2788757 31717826 32748910 8167307 32358750 33034623 30470845 2352749 31608591 8304595 33529270 33032093 33447280 5584641 32688454 32012356 32681306 2160048 33067476 30637987 31969026 32351853 33456218 30029182 32393669 32941214 33515507 2667293 5661710 32893782 32531473 4633162 32908777 32531474 2621364 31448479 31055324 31372447 30901347 32217921 32465071 33244575,#노동요 #댄스 #케이팝 #스트레스 #업무 #과제 #아이돌 #기분전환 #마라맛 #자존감
495677291,495677291,D달닻J,"NEW 음악, 감각을 디자인하다. 트렌디 팝송!",33518757 33529348 33549538 33515474 33539531 33334641 33522074 33526406 33551368 32962945 33531052 33525322 33517265 33590554 33584886 33588967 33588961 33520330 33481746 33521483 33570930 33562124 33569043,#달닻 #카페 #트렌디 #감각적 #세련된 #감각 #기분전환 #라운지 #팝 #분위기
496456271,496456271,공중정원.,여름밤에 녹아드는 낭만적인 빈티지 감성,33538699 33534121 31975254 33532890 33241766 32912711 33350389 32631589 33551867 33288322 33264092 33603789 30271909 33573316 32828651 33444568 33527472 33376271 31682178 30595262 32479673 32037388 33397377 32571525 33081102 31659488 33498153 32548737 33498879 32602674 33242450 18720584 33549134 30520145 33259015 33544439 33595733 33569116 33430013 31867546 33548886 33628044,#Chillout #여름밤 #선선한 #인디팝 #인디락 #Chill #나른한 #빈티지
495220759,495220759,손익분기점.,NEW 퇴근 후 맥주 한 캔과 함께하는 감성 힙합,32108232 4160245 33448301 7943657 7858908 32616844 32721613 2017256 33315263 3843570 4476045 8204539 33333802 31353993 3624808 32018977 33345191 32079739 5390962 33319890 3948893 31764240 33425426 3534943 5593280 32224272 31057881 32035983 33453562 32132408 33369210 32643134 32374271 32106448 30897246 3770037,#밤 #힙합 #센치 #감성힙합 #맥주한잔과 #감성 #퇴근_후
495612993,495612993,UoYo,기분전환! 세련되고 트렌디한 사운드의 곡,33558324 32098588 33332937 31077037 33481756 33273357 33453839 33571283 31763957 33448010 27000252 26997460 31675434 33349281 33464628 33405304 33514585 33481762 33504060 33510310 33569070 33539444 31759191 33049795 33584125 32582506 21943787 33506831 33562045 31763913 33426706 32778879 33462766 33518964 33548680 33535508 33504076 32690004 33541634 33517743 33439014 33588967 33548694 33481757 33231079 33249066 33521483 33486042 33514395 33499927,#여행 #아침 #트렌디 #감각적 #세련된 #드라이브 #기분전환
494557553,494557553,푸항항포항항,지금 당장 카페 차리고 싶어지는 달달한 R&B,33658700 31288846 33162978 33248702 32381267 32390552 31521710 31687608 32055421 30646664 33542376 31779028 32664172 31409129 33346999 3051817 31889971 33229447 33228009 33381757 33039287 32074818 33320458 33282250 30807164 33456873 31770213 32021897 32027759 33453045 33163615 32059754 32677188 32068270 32379638 32403386 30980827 32291380 31376042,#카페 #힐링 #잔잔한 #알앤비 #설렘 #달달 #휴식 #감성 #편안한
495746612,495746612,별이빛밤,NEW 그늘에서 듣는 시원시원한 청량미 OST,1526398 31089311 4384955 1889400 30413689 1784888 3703446 30481830 30736863 31948824 3652946 9619993 4711063 30420259 31084958 5755362 31988936 3723788 31254775 31202923 30753481 1604524 30539532 31612282 30850252 32107210 30673217 2531550 1173836 31512453 30087753 31429687 33333863 31329022 8251040 33519250 31776047 31988556 3552183 32377126 4191057 33029213 32268898 31445541 931963 30917251 31797094 1175028 30642510 31283514,#기분좋은 #설렘 #출근길 #사랑 #더위 #드라이브 #퇴근길 #OST #여름 #기분전환
455957078,455957078,분휘기있게,더욱더 유명해져야 하는 국내 밴드,32706876 31710421 33669679 33056076 32334097 32688790 32626897 33275765 30115315 32981385 33179975 30590715 31499110 33072413 32625447 31447010 30344608 33032880 33261461 33102134 32156673 8278130 31229812 33271357 3905040 32723834 32476250 33102129 33186501 32179168 8147212 32849586 32637799 32298646 32296611 32768855 32858889 32637801 33274486 32173589 9607942 32952873 31564927 32622008 32833765 31298313 33072422 33257511 32604444 32636819 31484986 30478572 32729249,#국내밴드 #신예밴드 #국내록 #Rock #모던록 #록 #인디밴드 #인디 #루키
495659065,495659065,Z_aYn,NEW 취향 가득 눌러 담은 밴드 노래,31888364 33241003 31969572 30880944 56043 31626187 195545 31969573 527871 5638193 32466662 37101 32461421 32061268 31082990 32282505 32341976 5555237 455267 31469283 5469644 33447541 31469425 7900092 33021760 51503 4682456 30388627 5656580 31031547 37003 32282508 31803092 32593460 37004,#밤 #새벽 #잔잔한 #잠들기전 #빈티지 #퇴근길 #감성 #드라이브 #기분전환 #밴드
489726379,489726379,TOM,옛날 감성이 담겨있는 편안한 인디록,33167330 32030964 32681919 5650388 30676576 30444667 30977913 32607364 2997924 3941433 32282505 31299446 32939044 1143064 8249047 3647075 32833765 32117528 32939058 31309962,#밤에듣기좋은노래 #인디록 #밴드음악 #인디음악 #빈티지한 #인디밴드 #인디 #휴식 #감성 #편안한
411932691,411932691,김-머랭,당신에게 꼭 들려주고픈 국내 밴드,32314615 32028589 5654569 31146494 32413473 32310956 32590150 30226662 31853819 31332601 31969571 32167797 32890869 32447135 32073703 30019710 3931157 30504089 33005067 32397251 2026306 32524456 32089972 32791400 30384409 32363372 32119043 31626582 31506908 33284722 32944259 32012033 33089138 2610778 32936122 32307437 32829775 32067736 32482631 5393284 32578806 31357763 31907979 30785420 32236989 30764184 1571649 30676577 31817457 30135396 33474957 32007420,#싸이키델릭 #명곡 #모던락 #인디밴드 #인디 #기타 #어쿠스틱 #가수 #애정 #밴드
