index,플레이리스트_번호,멜론DJ,플레이리스트,번호,플레이리스트_태그
449757706,449757706,DJ멜군,NEW 대박! 해외 팝스타와 만난 K-POP,"32106199, 32964537,, 32741839,, 32962258,, 32136628, 32632410,, 32107750, 33440224,,, 32934323,,, 32157892,,, 33280410,,, 31901111, 33440224,, 32176278,, 31901111,, 33436023,, 33206787, 32957682,, 33182041,, 33416508,, 33431320,,, 33436023,,, 33637247, 32889003,,, 33522949,,, 33416508, 32233608,,, 33264230,, 32059289,, 32147306, 32421044,,, 32927588, 32628046,,, 33001939, 32157892, 32937332,,, 32961717,,, 33436023, 32231758,,, 32934323, 32441414,,, 33001939,,, 33094725, 32889003, 31948745,, 32198054,,, 33522949, 33189608,,, 33464054, 32136628,, 31864994, 32887303, 32957682,,, 32058612, 33522949,, 32441414,, 33515264,,, 33206787,,, 32957682, 32186109, 32233608,, 32927588,,, 32157892,, 32107750,,, 33357889, 32947184,,, 33264230,,, 33094725,,, 32578369,,, 32231758, 32578369,, 33189608, 31901111,,, 32628046,, 32136628,,, 32441414, 31864994,,, 33666269, 33357889,,, 33094725,, 33264230, 32961717,, 32186109,,, 33637247,, 33666269,,, 32632410, 31948745,,, 32632410,,, 31864994,, 32231758,, 32937332, 32186109,, 32176278,,, 33280410,, 32089595,,, 32961717, 32107750,, 33515264,, 33264469,, 32887303,, 33264469,,, 33182041, 32741839,,, 32059289, 33431320,, 33182041,,, 32198054,, 33416508,,, 32106199,,, 33666269,, 33440224, 32964537, 32465907, 32089595,, 32106199,, 32741839, 32962258, 32465907,,, 31948745, 33001939,, 33206787,, 32628046, 32927588,, 32937332,, 32578369, 33464054,,, 33264469, 32964537,,, 32059289,,, 32947184,, 32962258,,, 33515264, 32887303,,, 32147306,, 32176278, 33431320, 33637247,,, 32947184, 32058612,, 32147306,,, 32198054, 32233608, 32421044, 33189608,, 32089595, 33280410, 33357889,, 33464054,, 32934323,, 32465907,, 32421044,",#기분전환 #팝스타 #느낌있는 #컬래보레이션 #Pop #케이팝 #피처링 #감각적인
484740314,484740314,바라봄사운드,생뚱맞지만 케미가 돋보이는 콜라보,"32321303, 1916355,,, 32969181,, 31571110, 30351580,,, 1913505,, 33064133, 32969181, 5569383, 5569383,,, 516208,, 32676780,,, 32721866, 8091961,,, 32577266,, 1913505, 32607375, 31356451,, 31571110,,, 31356451, 32577266,,, 8091961,, 1916355, 1916355,, 8091961, 33004734, 33004734,, 32664172, 31356451,,, 32721866,, 516208,,, 33617694, 33064133,, 32321303,,, 32676780, 32607375,, 31626187,, 32321303,, 33617694,,, 32721866,,, 1913505,,, 516208, 31626187,,, 32607375,,, 33617694,, 31626187, 32664172,, 32577266, 5569383,, 4369839, 4369839,, 30351580,, 30351580, 33004734,,, 32969181,,, 33064133,,, 32676780,, 32664172,,",#케미 #조합 #듀엣 #콜라보
492906594,492906594,HIFI가요마스터,래퍼가 피처링한 아이돌 노래,"31850523,, 33623666,, 31850523,,, 32725016, 31520067, 31678591, 31779531,,, 33035936,, 31847473, 33375148,, 33478129,, 33408563, 7877917, 32064571,,, 33035936,,, 31678591,, 32064571,, 32749031,,, 31520067,, 32064571, 33375793, 31674966,, 31520067,,, 33375148, 33478129, 33623666,,, 31678591,,, 33478129,,, 31037173,, 32749031, 30851704,,, 31037173, 31674966, 30851704, 33375148,,, 7900828, 33623666, 32725016,,, 33375793,,, 31917678,, 33375793,, 31674966,,, 31779531,, 30851704,, 7900828,, 7877917,, 31847473,, 31037173,,, 31917678,,, 33035936, 31917678, 31779531, 7877917,,, 32749031,, 31847473,,, 31850523, 33408563,, 7900828,,",#트렌디 #힙합 #기분전환 #콜라보 #아이돌 #래퍼 #피처링 #듀엣
433154797,433154797,ELECTRONICA마스터,"하우스 음악과 힙합의 만남, 힙 하우스","3625705,,, 30678350,,, 3947833,, 11979929,, 19541,, 4088819,,, 1119734,,, 30877013, 5827478,,, 11159859, 498419, 4920486,,, 498419,,, 5698830,, 3625705, 9641969, 7862009,,, 4001142, 11979929,,, 5827478, 19541,,, 30537301,,, 1119734, 4920486, 5698830, 30588663,,, 30678350, 3947833, 7862009, 5410073,,, 9641969,, 1806636,, 4721397, 3947833,,, 1806636, 30588663,, 8074092, 30201359, 4001142,, 30537301,, 1119734,, 3275574,,, 30201359,, 5827478,, 4088819, 4920486,, 11159859,,, 3275574, 7862009,, 5410073,, 4001142,,, 11979929, 8074092,,, 4721397,,, 11159859,, 30877013,,, 3688050, 8074092,, 3688050,,, 19541, 30537301, 5410073, 5698830,,, 4088819,, 30877013,, 4721397,, 498419,, 30201359,,, 3275574,, 9641969,,, 3688050,, 30588663, 3625705,",#클럽 #힙합 #해외랩힙합 #해외일렉트로니카 #기분전환 #electronica #신나는 #1990 #힙하우스
425824666,425824666,ELECTRONICA마스터,"하우스와 레게의 퓨전, 뭄바톤","12091130,,, 4846678,,, 11952790, 4255060,, 4846678,, 4470991,, 11952790,,, 8269638, 4255783,,, 4255060,,, 3405544,,, 5906811, 3477799,,, 11952790,, 8304009,, 6796835,,, 4470991,,, 3477799, 5906811,, 5807767,,, 12091130,, 31654039,,, 4663244,,, 4255060, 30443645,, 4255783, 6796835, 5906811,,, 3819479,,, 30443645, 4787324,, 12091130, 8304009, 4255783,, 3405544,, 30443645,,, 4470991, 5464577, 4787324, 8269638,,, 3819479, 5716951,,, 3477799,, 4787324,,, 5807767, 3819479,, 31654039, 5464577,, 5716951, 6796835,, 5807767,, 8269638,, 3405544, 31654039,, 4663244, 4663244,, 4846678, 5716951,",#파티 #스트레스 #뭄바톤 #레게댄스 #electronica #세부장르 #하우스 #신나는 #그루브 #EDM
434480734,434480734,ELECTRONICA마스터,"청량한 멜로디 메이커, DJ 카이고","30632997,,, 7848583, 8057618,, 30241421,, 7960376, 30394272, 4745990,,, 30645581,, 32332336,,, 30394272,,, 8057618,,, 30710648, 30313595,,, 8190810,,, 32598681, 5492969, 30241421,,, 30955884,,, 30632997,, 8190818,, 32489312, 32535560, 8190812, 8190810, 8190818, 31128048, 5629113, 32332336, 4745990,, 32784367,, 8057618, 5629113,, 8190818,,, 7848583,, 32784367,,, 8190812,, 7960376,, 30678928,, 5492969,, 31820244,, 31379427,,, 32598681,,, 5492969,,, 30394272,, 31820244, 30955884, 8190812,,, 30678928, 31379427, 30632997, 30955884,, 4745990, 32489312,, 31128048,,, 32332336,, 5629113,,, 32535560,, 32535560,,, 30710648,,, 30678928,,, 30241421, 30645581,,, 31379427,, 8190810,, 30645581, 7960376,,, 30313595, 32784367, 7848583,,, 32598681,, 31128048,, 30313595,, 30710648,",#기분전환 #카이고 #프로듀서 #청량한 #electronica #EDM #DJ #Producer_DJ #트로피컬하우스
425765140,425765140,ELECTRONICA마스터,"하우스와 남미 음악의 만남, 라틴 하우스","3316050, 6131960, 15610630, 6338405,, 9779322,,, 7142209,,, 32614234,,, 10791181,, 5209613,, 3524370, 5630434, 5630434,,, 5140257, 10791181,,, 5132563,, 15478636,, 3524370,,, 5140257,,, 5140257,, 15478636,,, 3770534, 32614234, 30561793,, 3316050,, 7142209,, 24959239, 15610630,, 5209613,,, 6131960,,, 5201390, 5209613, 15478636, 1584287,, 9779322,, 6131960,, 3770534,,, 5132563,,, 3316050,,, 5630434,, 5132563, 9779322, 2446216, 24959239,,, 6338405,,, 3524370,, 6338405, 24959239,, 30561793, 10791181, 32614234,, 7142209, 1584287, 2446216,, 3770534,, 5201390,,, 1584287,,, 5201390,, 2446216,,",#파티 #스트레스 #electronica #하우스 #EDM #신나는 #라틴 #남미 #경쾌한
494200213,494200213,Yevely.K,폭신한 이불 덮고 에어컨 틀기,"33069147,, 32447472,,, 33132094, 33371478,, 33065340,, 33027125,, 32830408, 33065340, 32447472,, 31606220,, 33450368,, 33027125, 32877075, 32569034, 33450368, 32450201,, 32939152, 33065340,,, 32531431,, 32906310,,, 32539935, 32762075, 33132094,,, 33054789,,, 33384800,, 32636107, 32906310, 33371478,,, 32569034,, 32939152,, 32636107,,, 33384800, 33054789, 32877075,, 32762075,,, 33069147, 32450201, 33027125,,, 32450201,,, 31606220, 33450368,,, 33371478, 33069147,,, 33054789,, 32877075,,, 32830408,, 32531431,,, 31606220,,, 32447472, 33384800,,, 33132094,, 32539935,,, 32830408,,, 32531431, 32636107,, 32569034,,, 32906310,, 32539935,",#트렌디 #선선 #알앤비 #주말아침 #bgm #세련된 #아침 #감성 #여름 #집순이
495875716,495875716,안녕봄빛,시원하고 세련된 재즈로 힐링하기,"24139613,, 25178454,, 1856002,, 25178454,,, 30995893,, 2523978,, 28616277, 1331329,,, 28616277,,, 33493481,,, 1331329, 1856002,,, 22986018,, 7350563,,, 1141193, 515356,,, 23791678,, 6117669,, 3204696,, 12467164, 6117664,, 25178454, 14988473,,, 22822203,, 30995893,,, 106776148,,, 33493481, 23970197,, 23970197, 10877736, 515356, 27021859,,, 106776148, 2971531,, 8062765,, 1141193,,, 1141193,, 1856002, 30995875,, 2971531, 6117664, 23791678, 4061922, 7350563,, 23970197,,, 515356,, 27021859,, 106776148,, 8062765, 26253890,, 30995875,,, 2971531,,, 23791678,,, 6117664,,, 30995893, 8132850,,, 33082171,, 31888217,, 4061922,, 3148050, 3129948,, 22822203,,, 33082171, 3148050,, 3204696, 22822203, 10877736,,, 27021859, 31888217, 12467164,, 33493481,, 10877736,, 3148050,,, 1331329,, 6117669,,, 24139613, 28616277,, 33082171,,, 8132850,, 2523978, 30995875, 22986018, 3129948, 8132850, 22986018,,, 3204696,,, 26253890,,, 31888217,,, 7350563, 26253890, 6117669, 3129948,,, 24139613,,, 14988473,, 14988473, 4061922,,, 12467164,,",#기분전환 #카페 #재즈 #힐링 #세련된 #매장 #드라이브 #여름 #휴식
495121044,495121044,ROCK마스터,속이 뻥 뚫리는 시원한 K-Rock 듣기,"33519224, 33387468,,, 33033135,,, 33387468, 33387468,, 33418791,, 33520252, 32571085,, 33033135,, 32982485,, 33519224,,, 33508808,,, 32982485,,, 33520252,,, 32442635,, 32882288,, 33175881,, 33163791,,, 32442635,,, 32982485, 33520252,, 33175881,,, 33508808,, 33163791, 32442635, 33163791,, 33017132,, 32926498, 32871738, 32871738,,, 33418791,,, 32284970,,, 32284970, 33411567,,, 32926498,, 33411567,, 33017132, 32284970,, 33334361,,, 33334361,, 33473986,,, 33017132,,, 32882288, 33033135, 33508808, 33418791, 32871738,, 32882288,,, 33041668, 33334361, 33519224,, 33041668,,, 33411567, 33473986,, 32571085,,, 33473986, 33175881, 32571085",#스트레스 #국내록 #하드록 #기분전환 #시원한 #신나는 #록 #강렬한 #드라이브 #여름
457910933,457910933,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',"33651537,, 33666325,, 33614092,, 33600774,, 33588650,,, 33653806,, 33640870,, 33618847,,, 33590521,,, 33665234,,, 33620194,,, 33618847, 33658835,, 33601428, 33667254,, 33600774,,, 33588006,,, 33658835,,, 33620194,, 33601428,, 33640870,,, 33600611, 33614092, 33588650, 33667254,,, 33618847,, 33640870, 33608104, 33636328, 33614092,,, 33625728,, 33658835, 33667254, 33653806, 33651537,,, 33600774, 33666325, 33665234,, 33625728,,, 33590521,, 33666325,,, 33651537, 33631713,, 33636328,, 33600611,, 33631713,,, 33590521, 33625728, 33620194, 33636328,,, 33588006,, 33653806,,, 33588650,, 33665234, 33631713, 33588006, 33601428,,, 33600611,,",#트렌디 #힙합 #랩 #해외힙합 #HipHop #신나는 #드라이브
496508080,496508080,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,"8028129, 30097597,,, 8028129,, 31905043,,, 30526807,,, 32584915, 30739023, 8172968,, 31414155,, 31986204,,, 30745795,,, 4594669,,, 4594669, 31414155,,, 32539886, 32584915,,, 32870322, 30745795, 32290096,, 8172968,,, 30097597, 30739023,,, 31986204, 30097597,, 8028129,,, 31905043, 32290096, 30745795,, 31986204,, 8172968, 31414155, 30739023,, 31905043,, 32539886,, 30526807, 32539886,,, 4594669,, 32584915,, 32870322,, 32870322,,",#밴드 #palylist #국내
495840380,495840380,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,"32271981,, 32932967, 32505957,,, 32738169, 31904153,, 32806239,, 32586116,, 32874021,, 33541844,, 32271981,,, 31984496,,, 32738169,, 32661625,, 31399512, 32281944, 32271981, 32177557,,, 32012942,,, 32806239,,, 32932967,, 33018509, 32586116, 31904153,,, 32505957,, 32281944,, 32183908, 32874021,,, 33279155,, 31984496, 32932967,,, 33018509,, 32012942,, 32661625, 32460061, 32460061,,, 31984496,, 33279155,,, 32460061,, 32177557,, 32249644, 31904153, 32586116,,, 32738169,,, 32661625,,, 32177557, 32183908,, 33541844,,, 31399512,,, 32183908,,, 32281944,,, 31399512,, 32994090, 32012942, 32874021, 32994090,, 32505957, 32806239, 32994090,,, 33541844, 33279155, 33018509,,",#잔잔한 #여행 #힐링 #팝 #숲 #여름 #휴식
451173108,451173108,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,"33045038,,, 33534819, 33366440,,, 33506435, 33537863,, 33309791,, 33507852,,, 33374718,,, 33507852, 33309791, 33416068,, 33197951,, 33607942,,, 33481746,,, 33416068, 33438165, 33537863, 33364131,,, 33306230, 33534819,, 33506442,, 33438165,, 32491814,, 33507137,, 33366428,, 33507091, 33588967,, 33306230,,, 33309791,,, 33264637,,, 33481746, 33613524,, 33623210,,, 33045038,, 32491814, 33460901,, 33319757, 33045038, 33613524,,, 11779868,, 32491814,,, 33506831,, 33460901, 33063704, 33306230,, 33147564,,, 33366428, 32182451,, 33264637, 33623210, 33507091,,, 11779868, 33319757,,, 33551375,, 32474773,,, 33588967,,, 33319757,, 33507091,, 33588967, 32474773, 33147564, 33655274,, 33147564,, 33506435,, 33534819,,, 33398835, 33507137,,, 33460901,,, 33642900,,, 33063704,, 33366440,, 33506831,,, 33063704,,, 33612814,, 33613524, 33506442, 33642900, 33607942, 33623210,, 33655274, 33507852,, 33264637,, 33506435,,, 33197951, 32182451, 33366428,,, 33364131,, 33612814,,, 33398835,, 33607942,, 11779868,,, 33588961, 33642900,, 33506831, 33655274,,, 33506442,,, 33416068,,, 33507137, 33197951,,, 33551375,,, 33612814, 33374718,, 33374718, 33551375, 32182451,,, 33438165,,, 33481746,, 33364131, 33366440, 32474773,, 33398835,,, 33537863,,",#차트 #영국 #오피셜차트 #기분전환 #오피셜싱글 #오피셜 #Pop #드라이브
495733653,495733653,palette.,창가에 앉아 멍하니 듣는 리메이크 곡,"31767620, 31775835, 33277070, 30587671, 8226483, 4646573, 30636089, 1322987, 31294426, 3568873, 8038458, 30516543, 31582380, 30777977, 32873490, 5482636, 31340345, 32837544, 32794652, 3946867, 30312053, 4300699, 3666573, 33152871, 5493725, 3895885, 665230, 7942948, 33361412, 32473998, 30610310, 3681993, 30646584, 30660281, 3492979, 32847945, 7921208, 7953577, 32829947, 3729818, 8275728, 8141272, 32859945, 32846393, 31383915, 33214206, 31895019, 31339611, 33346928, 30531083",#상쾌 #추억 #설렘 #그때그시절 #리메이크 #인디 #버스 #맑은 #산책 #여름
494276403,494276403,serendipper_,NEW 해안 도로를 달리며 느끼는 summer vibes,"30406117, 33654984, 32182451, 30477713, 33613501, 32333686, 33486580, 33472652, 31936649, 33295336, 32449827, 33059787, 32551588, 32629169, 33498700, 32106966, 33228084, 33104367, 31928449, 33259863, 31965901, 30695304, 33059768, 32745872, 31167735, 31615264, 32616126, 33502071, 32630693, 31319629, 32491813, 33214012, 30816938, 32631091, 33356941, 33346919, 32360070, 31759422, 32580203",#해안도로 #신나는 #휴가철 #드라이브 #여름
457882592,457882592,인디키키,밤을 가득 채워줄 인디 보름달이 떴습니다,"33046124, 33498187, 33233984, 33398060, 32716515, 33212602, 33347435, 33488988, 32387567, 33240851, 33465343, 33229391, 32974700, 33435889, 33138397, 32922505, 32953592, 33420268, 33220795, 33154417, 32970120, 33387967, 33214671, 32681919, 33011061, 32188777, 33426163, 33429154, 33238609, 33496619, 33426187, 32399888, 32689681, 32380087, 33032951, 33065337, 33571775, 33420379, 32580063, 33168131, 33384213, 32698647, 32492882, 33509703, 33214419, 31200183, 32906328, 33425547, 32737619, 33483031, 32839565, 33209521, 33483478, 33577652, 31923551, 33186501, 33303608, 33340515, 33428160, 33043111",#사랑 #감성적인 #밤 #카페 #잔잔한 #인디 #감성 #새벽 #금요일 #휴식
438119636,438119636,Melon_핫트렌드,버락 오바마's Pick! 2021 여름 플레이리스트,"33481466, 33189165, 106732663, 1358627, 33072250, 495599, 4900854, 33649028, 33584580, 30147205, 1048246, 23178654, 33333778, 624243, 106763707, 2107575, 32161147, 33227445, 33079721, 32117568, 106835215, 33333951, 33164119, 33257425, 33628968, 1085737, 8244276, 31075951, 792716, 30660866, 1061516, 2222237, 32887160",#기분전환 #2021 #명곡 #팝 #신나는 #오바마 #여름
