,날짜,번호,앨범번호,앨범이름,가수,가수번호,노래제목,장르,좋아요,태그,멜론DJ,플레이리스트,플레이리스트_번호,플레이리스트_태그
0,20210713,33620194,10636667,CALL ME IF YOU GET LOST,"Pharrell Williams , Tyler, The Creator , Lil Uzi Vert",34547 540860 925887,JUGGERNAUT,,"1,097",#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33618847,10636257,Red Light Green Light,DaBaby,2190143,Red Light Green Light,,360,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33614092,10635161,YS Collection Vol. 1,Logic,787949,Tokyo Nights (Feat. Like),,81,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33608104,10634221,Closure,"Sarcastic Sounds , Birdy , Mishaal",2699098 591011 2867336,Closure,,358,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33590521,10631318,Small Talk,Russ,505217,Small Talk,,114,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33601428,10633010,Headshots (4r Da Locals),Isaiah Rashad,1757758,Headshots (4r Da Locals),,63,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33600774,10632868,Angles (feat. Chris Brown),Wale,426542,Angles (feat. Chris Brown),,181,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33588006,10630643,LUMBERJACK,"Tyler, The Creator",540860,LUMBERJACK,,648,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33600611,10632847,Drugs N Hella Melodies (feat. Kali Uchis),Don Toliver,2203907,Drugs N Hella Melodies (feat. Kali Uchis),,205,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,33588650,10630877,Ball If I Want To,DaBaby,2190143,Ball If I Want To,,451,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브,HIPHOP마스터,NEW 도입부부터 취향저격! TRENDY '해외 랩/힙합',457910933,#해외힙합 #트렌디 #랩 #힙합 #HipHop #신나는 #드라이브
0,20210713,31414155,10220854,너 있는 곳,플래그 (FLAG),1758115,너 있는 곳,,"1,061",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,31986204,10317447,RED,The Rose(더 로즈),1865990,California,,"3,356",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,32870322,10478578,Let's!,호피폴라,2736771,Let's!,,"13,312",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,32584915,10428038,DEAR.,LUCY,2736779,개화 (Flowering),,"13,953",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,31905043,10303404,계몽,쏜애플 (THORNAPPLE),490940,수성의 하루,,"4,666",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,30097597,10015657,who,웨터 (wetter),1230210,who,,"4,232",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,8172968,2683579,Little By Little,카더가든,735506,Little By Little,,"19,398",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,30739023,10112829,"MY DEAR, MY LOVER",디어클라우드,231072,wallflowers,,454,#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,32290096,10371326,정원,Lacuna (라쿠나),2558908,새,,326,#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,30745795,10113715,Daydreaming,도시총각,944110,Daydreaming,,142,#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,8028129,2663570,HOME,O.O.O (오오오),774416,눈이 마주쳤을 때,,"6,113",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,30526807,10080132,그대야 안녕,위아더나잇 (We Are The Night),719755,그대야 안녕,,"4,284",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,4594669,2250418,고백 (Love Confession),블루파프리카,724010,고백 (Feat. 킹스턴 루디스카),,"1,925",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,32539886,10419081,평행선,딕펑스 (DICKPUNKS),454254,평행선 (Feat. 적재),,"4,318",#국내 #밴드 #palylist,Ripples리펄즈,NEW 이 음악 제목이 뭐지? 국내 밴드 노래 모음,496508080,#국내 #밴드 #palylist
0,20210713,33018509,10509323,Summer Is for Falling in Love,Sarah Kang,2877153,Summer Is for Falling in Love,,"6,879",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,33279155,10563082,Cover Me In Sunshine,"Pink , Willow Sage Hart",10385 2399995,Cover Me In Sunshine,,976,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,33541844,10619866,Like My Father,JAX,2916720,Like My Father,,944,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32738169,10454423,hopeless,Clinton Kane,2741201,hopeless,,485,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,31399512,10218733,nobody's home,gnash,946804,nobody's home,,898,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32661625,10441770,Someday,Michael Carreon,751201,Someday,,"1,405",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32281944,10369711,soak,greenblue,1384195,when I close my eyes,,275,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32806239,10465576,"I Love You, You're The Worst",Emily Burns,2691235,Curse,,"1,241",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32994090,10492041,Only Child,Sasha Sloan,2137257,Only Child,,"2,269",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32183908,10353198,My Town,Emily Burns,2691235,Is It Just Me?,,"1,180",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32249644,10363724,Homework - EP,Sam Fischer,2755452,This City,,"36,012",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32460061,10403051,Can I Kiss You?,Dahl,2559134,Can I Kiss You?,,"4,930",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32874021,10479405,Hard to Say Goodbye,Johnny Stimson,979254,Hard to Say Goodbye,,"2,715",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32586116,10428382,the voicenotes,Alaina Castillo,2868591,sad girl,,345,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32177557,10352115,Rely On Me (Acoustic),James Smith,2191010,Rely On Me (Acoustic),,"2,863",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,31904153,10303218,Over You,Lily Moore,2111424,Over You,,390,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32505957,10411938,He Said She Said,Michael Carreon,751201,He Said She Said,,"1,461",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32012942,10322362,By Now,Will Jay,1908979,By Now,,"1,701",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32271981,10367732,Mean It (stripped),"Lauv , LANY",1956543 896278,Mean It (stripped),,"4,533",#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,31984496,10317163,Moral of the Story: Chapter 2,Ashe,2403918,Immature,,981,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,32932967,10491943,THE SPEED OF NOW Part 1,"Keith Urban , Pink",35849 10385,One Too Many,,395,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝,Yevely.K,더위를 피하며 차분하게 마음 휴식하기,495840380,#휴식 #잔잔한 #여름 #숲 #여행 #힐링 #팝
0,20210713,33623210,10637411,Bad Habits,Ed Sheeran,549800,Bad Habits,,"17,960",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33481746,10607909,good 4 u,Olivia Rodrigo,1203583,good 4 u,,"12,578",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33506831,10612418,Heartbreak Anthem,"Galantis , David Guetta , Little Mix",743961 182123 602511,Heartbreak Anthem,,"1,076",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,11779868,2943437,Three Lions,"Frank Skinner , David Baddiel , The Lightning Seeds",889505 1285830 107764,Three Lions,,21,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33364131,10581147,Teatro d'ira - Vol. I,Måneskin,2890704,I WANNA BE YOUR SLAVE,,282,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,32474773,10405923,After Hours,The Weeknd,710093,Save Your Tears,,"15,663",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33655274,10645454,Chosen,Måneskin,2890704,Beggin',,879,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33612814,10634909,Holiday,KSI,916257,Holiday,,34,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33537863,10619224,By Your Side (Feat. Tom Grennan),Calvin Harris,227229,By Your Side (Feat. Tom Grennan),,901,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33506435,10543785,SOUR,Olivia Rodrigo,1203583,traitor,,738,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33534819,10618687,Oliver Twist,ArrDee,2920865,Oliver Twist,,31,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33366428,10581679,Good Without,Mimi Webb,2864897,Good Without,,"3,498",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33588967,10630981,Remember,"David Guetta , Becky Hill",182123 776721,Remember,,559,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33147564,10535808,Black Magic,Jonasu,2622825,Black Magic,,124,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33607942,10634201,Planet Her (Deluxe),"The Weeknd , Doja Cat",710093 764646,You Right,,"2,806",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33507091,10612469,Our Song,"Anne-Marie , Niall Horan",870307 1201929,Our Song,,"7,563",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33551375,10621947,Dumb Love,Mimi Webb,2864897,Dumb Love,,460,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33506442,10543785,SOUR,Olivia Rodrigo,1203583,favorite crime,,353,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33416068,10593351,Didn`t Know,Tom Zanetti,787423,Didn`t Know,,33,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33398835,10589330,Kiss Me More (Feat. SZA),Doja Cat,764646,Kiss Me More (Feat. SZA),,"30,712",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33045038,10501945,Confetti,Little Mix,602511,Confetti,,645,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33366440,10581682,MONTERO (Call Me By Your Name),Lil Nas X,2636085,MONTERO (Call Me By Your Name),,"13,336",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33309791,10569018,Rasputin,"Boney M , Majestic",100316 2923300,Rasputin,,326,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33460901,10603672,Higher Power,Coldplay,100260,Higher Power,,"5,067",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33063704,10518563,Fly Away,Tones And I,2742009,Fly Away,,"4,094",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33374718,10583536,Body,"Tion Wayne , Russ Millions",1858982 2928835,Body,,133,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,32491814,10345880,Future Nostalgia,Dua Lipa,889721,Levitating,,"12,754",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33507852,10612716,Leave Before You Love Me,"Marshmello , Jonas Brothers",1203772 203099,Leave Before You Love Me,,"19,507",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,32182451,10337527,Fine Line,Harry Styles,1628764,Watermelon Sugar,,"73,695",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
0,20210713,33507137,10612483,Butter,방탄소년단,672375,Butter,,"221,898",#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환,Melon_핫트렌드,NEW 화제의 에드시런 신곡! 금주 오피셜 차트,451173108,#오피셜 #영국 #오피셜싱글 #오피셜차트 #차트 #Pop #드라이브 #기분전환
